id,name,score,prefecture_id
2938,友部高等学校,40.0,27
2939,富山いずみ高等学校,55.0,27
2940,富山工業高等学校,49.0,27
2941,富山高等学校,69.0,16
2942,富山高等専門学校射水キャンパス,64.0,16
2943,富山高等専門学校本郷キャンパス,60.0,16
2944,富山国際大学付属高等学校,51.0,16
2945,富山商業高等学校,46.0,16
2946,富山第一高等学校,55.0,16
2947,富山中部高等学校,71.0,16
2948,富山西高等学校,43.0,16
2949,富山東高等学校,65.0,16
2950,富山北部高等学校,52.0,16
2951,富山南高等学校,59.0,16
2952,豊明高等学校,47.0,16
2953,豊岡高等学校,51.0,16
2954,豊岡高等学校,61.0,16
2955,豊岡総合高等学校,46.0,16
2956,豊川工業高等学校,41.0,16
2957,豊川高等学校,59.0,16
2958,豊栄高等学校,36.0,16
2959,豊科高等学校,53.0,16
2960,豊田北高等学校,60.0,23
2961,豊田工業高等学校,44.0,23
2962,豊田工業高等専門学校,64.0,23
2963,豊田高等学校,51.0,23
2964,豊田西高等学校,67.0,23
2965,豊田東高等学校,51.0,23
2966,豊玉高等学校,38.0,23
2967,豊多摩高等学校,64.0,23
2968,豊田南高等学校,56.0,23
2969,豊田高等学校,41.0,23
2970,豊富高等学校,42.0,23
2971,豊中高等学校,70.0,23
2972,豊中高等学校能勢分校,38.0,23
2973,豊橋工業高等学校,45.0,23
2974,豊橋商業高等学校,48.0,23
2975,豊橋中央高等学校,41.0,23
2976,豊橋西高等学校,49.0,23
2977,豊橋東高等学校,63.0,23
2978,豊浦高等学校,58.0,35
2979,虎姫高等学校,62.0,35
2980,都立一橋高等学校,39.0,35
2981,取手松陽高等学校,52.0,35
2982,取手第一高等学校,50.0,35
2983,取手第二高等学校,42.0,35
2984,十和田工業高等学校,42.0,35
2985,十和田高等学校,40.0,35
2986,十和田西高等学校,48.0,35
2987,富田林高等学校,64.0,35
2988,土居高等学校,36.0,35
2989,同志社高等学校,72.0,35
2990,同志社香里高等学校,66.0,35
2991,同志社国際高等学校,69.0,35
2992,同志社女子高等学校,64.0,35
2993,同朋高等学校,47.0,35
2994,獨協高等学校,43.0,35
2995,奈井江商業高等学校,37.0,13
2996,中川商業高等学校,43.0,13
2997,那珂高等学校,47.0,13
2998,那賀高等学校,39.0,13
2999,那賀高等学校,56.0,13
3000,中五島高等学校,37.0,13
3001,中里高等学校,43.0,13
3002,中標津高等学校,44.0,13
3003,中標津農業高等学校,39.0,13
3004,中条高等学校,38.0,13
3005,中津川工業高等学校,43.0,13
3006,中津北高等学校,52.0,13
3007,中津高等学校,52.0,13
3008,中津商業高等学校,44.0,13
3009,中津東高等学校,47.0,13
3010,中津南高等学校耶馬渓校,38.0,44
3011,中野工業高等学校,38.0,44
3012,【閉校】中之条高等学校,49.0,44
3013,中野西高等学校,49.0,44
3014,中野立志館高等学校,40.0,44
3015,中間高等学校,53.0,44
3016,那珂湊高等学校,41.0,44
3017,中村学園三陽高等学校,51.0,44
3018,中村学園女子高等学校,65.0,44
3019,中村高等学校,53.0,44
3020,中村高等学校,55.0,44
3021,中村高等学校,57.0,44
3022,中村高等学校西土佐分校,36.0,44
3023,中村女子高等学校,46.0,44
3024,長井工業高等学校,45.0,44
3025,長井高等学校,64.0,44
3026,長岡大手高等学校,58.0,44
3027,長岡工業高等学校,50.0,44
3028,長岡高等学校,67.0,15
3029,長岡向陵高等学校,56.0,15
3030,長岡商業高等学校,48.0,15
3031,長岡農業高等学校,48.0,15
3032,長尾高等学校,47.0,15
3033,長久手高等学校,54.0,15
3034,長崎鶴洋高等学校,41.0,15
3035,長崎北高等学校,62.0,15
3036,長崎玉成高等学校,47.0,15
3037,長崎工業高等学校,55.0,15
3038,長崎市立長崎商業高等学校,55.0,15
3039,長崎女子高等学校,41.0,15
3040,長崎女子商業高等学校,42.0,15
3041,長崎総合科学大学附属高等学校,40.0,15
3042,長崎南山高等学校,61.0,15
3043,長崎西高等学校,72.0,15
3044,長崎日本大学高等学校,61.0,15
3045,長崎東高等学校,64.0,15
3046,長崎南高等学校,58.0,42
3047,長崎明誠高等学校,47.0,42
3048,長狭高等学校,48.0,42
3049,永島学園 出雲西高等学校,50.0,42
3050,長田高等学校,72.0,42
3051,長門高等学校,43.0,42
3052,長沼高等学校,42.0,42
3053,長沼高等学校,37.0,42
3054,長野工業高等学校,48.0,42
3055,長野工業高等専門学校,65.0,42
3056,長野高等学校,53.0,42
3057,長野高等学校,70.0,42
3058,長野俊英高等学校,40.0,42
3059,長野商業高等学校,49.0,42
3060,長野市立長野高等学校,51.0,42
3061,長野女子高等学校,38.0,42
3062,長野西高等学校,62.0,20
3063,長野西高等学校中条校,36.0,20
3064,長野日本大学高等学校,66.0,20
3065,長野原高等学校,38.0,20
3066,長野東高等学校,50.0,20
3067,長野南高等学校,47.0,20
3068,長野吉田高等学校,60.0,20
3069,長浜北高等学校,54.0,20
3070,長浜高等学校,37.0,20
3071,長浜農業高等学校,37.0,20
3072,長浜北星高等学校,48.0,20
3073,永谷高等学校,40.0,20
3074,永山高等学校,44.0,20
3075,長吉高等学校,38.0,20
3076,長良高等学校,60.0,20
3077,流山おおたかの森高等学校,52.0,20
3078,流山北高等学校,40.0,20
3079,流山高等学校,44.0,20
3080,名久井農業高等学校,39.0,2
3081,勿来工業高等学校,47.0,2
3082,勿来高等学校,41.0,2
3083,名護高等学校,54.0,2
3084,名護商工高等学校,39.0,2
3085,名古屋大谷高等学校,50.0,2
3086,名古屋経済大学市邨高等学校,55.0,2
3087,名古屋経済大学高蔵高等学校,55.0,2
3088,名古屋工業高等学校,40.0,2
3089,名古屋高等学校,67.0,2
3090,名古屋国際高等学校,48.0,2
3091,名古屋市立菊里高等学校,68.0,2
3092,名古屋市立北高等学校,53.0,2
3093,名古屋市立工業高等学校,45.0,2
3094,名古屋市立工芸高等学校,50.0,2
3095,名古屋市立向陽高等学校,71.0,2
3096,名古屋市立桜台高等学校,65.0,2
3097,名古屋市立西陵高等学校,51.0,2
3098,名古屋市立富田高等学校,48.0,23
3099,名古屋市立名古屋商業高等学校,48.0,23
3100,名古屋市立緑高等学校,53.0,23
3101,名古屋市立名東高等学校,64.0,23
3102,名古屋市立山田高等学校,49.0,23
3103,名古屋市立若宮商業高等学校,43.0,23
3104,名古屋女子大学高等学校,55.0,23
3105,名古屋大学教育学部附属高等学校,61.0,23
3106,名古屋西高等学校,58.0,23
3107,名古屋南高等学校,60.0,23
3108,那須高等学校,39.0,23
3109,那須清峰高等学校,44.0,23
3110,那須拓陽高等学校,50.0,23
3111,灘高等学校,79.0,23
3112,名取高等学校,46.0,23
3113,七飯高等学校,44.0,23
3114,七尾高等学校,66.0,23
3115,七尾東雲高等学校,43.0,23
3116,浪速高等学校,66.0,27
3117,那覇工業高等学校,39.0,27
3118,那覇高等学校,54.0,27
3119,那覇国際高等学校,61.0,27
3120,那覇商業高等学校,45.0,27
3121,那覇西高等学校,49.0,27
3122,名張高等学校,42.0,27
3123,名張青峰高等学校,55.0,27
3124,浪岡高等学校,42.0,27
3125,滑川総合高等学校,48.0,27
3126,滑川高等学校,56.0,27
3127,名寄高等学校,50.0,27
3128,名寄産業高等学校,38.0,27
3129,奈良育英高等学校,61.0,27
3130,奈良学園高等学校,71.0,27
3131,奈良北高等学校,62.0,29
3132,奈良工業高等専門学校,67.0,29
3133,奈良高等学校,72.0,29
3134,習志野市立習志野高等学校,56.0,29
3135,奈良市立一条高等学校,64.0,29
3136,奈良情報商業高等学校,42.0,29
3137,奈良女子高等学校,42.0,29
3138,奈良朱雀高等学校,46.0,29
3139,奈良大学附属高等学校,52.0,29
3140,奈良文化高等学校,45.0,29
3141,成田北高等学校,51.0,29
3142,成田高等学校,67.0,29
3143,成田国際高等学校,64.0,29
3144,成田西陵高等学校,41.0,29
3145,鳴尾高等学校,57.0,29
3146,奈留高等学校,37.0,29
3147,成瀬高等学校,57.0,29
3148,成東高等学校,62.0,12
3149,鳴門渦潮高等学校,41.0,12
3150,鳴門高等学校,49.0,12
3151,鳴海高等学校,47.0,12
3152,南郷高等学校,38.0,12
3153,南山高等学校女子部,63.0,12
3154,南山高等学校男子部,50.0,12
3155,南丹高等学校,46.0,12
3156,南砺平高等学校,43.0,12
3157,南砺福野高等学校,57.0,12
3158,南砺福光高等学校,53.0,12
3159,南部工業高等学校,36.0,12
3160,南部商業高等学校,37.0,12
3161,南幌高等学校,36.0,1
3162,南陽工業高等学校,46.0,1
3163,南陽高等学校,48.0,1
3164,南陽高等学校,68.0,1
3165,南陽高等学校,40.0,1
3166,南稜高等学校,56.0,1
3167,南稜高等学校,36.0,1
3168,新潟北高等学校,39.0,1
3169,新潟県央工業高等学校,41.0,1
3170,新潟工業高等学校,47.0,1
3171,新潟高等学校,73.0,1
3172,新潟江南高等学校,59.0,1
3173,新潟向陽高等学校,40.0,1
3174,新潟産業大学附属高等学校,40.0,1
3175,新潟商業高等学校,54.0,1
3176,新潟市立万代高等学校,60.0,1
3177,新潟清心女子高等学校,55.0,15
3178,新潟青陵高等学校,41.0,15
3179,新潟第一高等学校,56.0,15
3180,新潟中央高等学校,61.0,15
3181,新潟西高等学校,48.0,15
3182,新潟東高等学校,46.0,15
3183,新潟南高等学校,69.0,15
3184,新潟明訓高等学校,64.0,15
3185,新座高等学校,40.0,15
3186,新座総合技術高等学校,51.0,15
3187,新座柳瀬高等学校,44.0,15
3188,新島学園高等学校,53.0,15
3189,新津工業高等学校,42.0,15
3190,新津高等学校,58.0,15
3191,新津南高等学校,42.0,15
3192,新居浜工業高等学校,41.0,15
3193,新居浜工業高等専門学校,61.0,15
3194,新居浜西高等学校,61.0,38
3195,新居浜東高等学校,48.0,38
3196,新居浜南高等学校,40.0,38
3197,新見高等学校北校地,42.0,38
3198,新見高等学校南校地,51.0,38
3199,二階堂高等学校,39.0,38
3200,仁賀保高等学校,42.0,38
3201,仁川学院高等学校,63.0,38
3202,西会津高等学校,39.0,38
3203,西邑楽高等学校,50.0,38
3204,西尾高等学校,64.0,38
3205,西乙訓高等学校,53.0,38
3206,西尾東高等学校,54.0,38
3207,都立西高等学校,74.0,38
3208,西城陽高等学校,55.0,38
3209,西仙北高等学校,43.0,38
3210,西彼杵高等学校,38.0,38
3211,西成高等学校,37.0,27
3212,西日本短期大学附属高等学校,51.0,27
3213,西寝屋川高等学校,41.0,27
3214,【募集停止】西の京高等学校,53.0,27
3215,西野田工科高等学校,39.0,27
3216,西宮今津高等学校,47.0,27
3217,西宮甲山高等学校,42.0,27
3218,西宮北高等学校,52.0,27
3219,西宮高等学校,60.0,27
3220,西宮市立西宮高等学校,71.0,27
3221,西宮市立西宮東高等学校,68.0,27
3222,西宮南高等学校,46.0,27
3223,西原高等学校,40.0,27
3224,西春高等学校,65.0,27
3225,西舞鶴高等学校,61.0,27
3226,西目高等学校,47.0,27
3227,西山学院高等学校,36.0,27
3228,西大和学園高等学校,76.0,27
3229,二松學舍大学附属高等学校,56.0,13
3230,西和賀高等学校,42.0,13
3231,西脇工業高等学校,46.0,13
3232,西脇高等学校,56.0,13
3233,日南学園高等学校,54.0,13
3234,日南学園高等学校宮崎穎学館,43.0,13
3235,日南高等学校,50.0,13
3236,日南振徳高等学校,45.0,13
3237,日光明峰高等学校,37.0,13
3238,日彰館高等学校,43.0,13
3239,日章学園高等学校,55.0,13
3240,日進高等学校,39.0,13
3241,日進西高等学校,54.0,13
3242,日星高等学校,56.0,13
3243,新田暁高等学校,37.0,13
3244,新田青雲中等教育学校 後期課程,40.0,38
3245,新羽高等学校,44.0,38
3246,日本工業大学駒場高等学校,58.0,38
3247,日本体育大学桜華高等学校,40.0,38
3248,日本文理大学附属高等学校,44.0,38
3249,新渡戸文化高等学校,49.0,38
3250,二宮高等学校,43.0,38
3251,日本音楽高等学校,41.0,38
3252,日本学園高等学校,55.0,38
3253,日本航空高等学校,40.0,38
3254,日本航空高等学校石川,42.0,38
3255,日本女子体育大学附属二階堂高等学校,41.0,38
3256,日本女子大学附属高等学校,66.0,38
3257,日本体育大学荏原高等学校,48.0,38
3258,日本体育大学柏高等学校,55.0,38
3259,日本大学高等学校,67.0,38
3260,日本大学櫻丘高等学校,60.0,38
3261,日本大学第一高等学校,61.0,38
3262,日本大学第二高等学校,67.0,13
3263,日本大学鶴ヶ丘高等学校,68.0,13
3264,日本大学東北高等学校,64.0,13
3265,日本大学習志野高等学校,69.0,13
3266,日本大学藤沢高等学校,63.0,13
3267,日本大学豊山高等学校,58.0,13
3268,日本大学豊山女子高等学校,62.0,13
3269,日本大学三島高等学校,61.0,13
3270,日本大学明誠高等学校,59.0,13
3271,日本大学山形高等学校,66.0,13
3272,日本橋高等学校,45.0,13
3273,日本福祉大学付属高等学校,48.0,13
3274,日本文理高等学校,40.0,13
3275,二本松工業高等学校,44.0,13
3276,邇摩高等学校,38.0,13
3277,丹生高等学校,47.0,13
3278,入善高等学校,50.0,13
3279,韮崎工業高等学校,39.0,13
3280,韮崎高等学校,60.0,13
3281,丹羽高等学校,52.0,23
3282,人間環境大学附属 岡崎高等学校,52.0,23
3283,沼宮内高等学校,41.0,23
3284,沼田高等学校,58.0,23
3285,沼田女子高等学校,53.0,23
3286,沼津工業高等学校,46.0,23
3287,沼津工業高等専門学校,65.0,23
3288,沼津商業高等学校,48.0,23
3289,沼津市立沼津高等学校,50.0,23
3290,沼津城北高等学校,49.0,23
3291,沼津中央高等学校,46.0,23
3292,沼津西高等学校,58.0,23
3293,沼津東高等学校,70.0,23
3294,根室高等学校,47.0,23
3295,寝屋川高等学校,66.0,23
3296,練馬工業高等学校,39.0,23
3297,練馬高等学校,43.0,23
3298,農業経営高等学校,39.0,23
3299,農芸高等学校,42.0,26
3300,農芸高等学校,44.0,26
3301,都立農芸高等学校,45.0,26
3302,農産高等学校,44.0,26
3303,農林高等学校,38.0,26
3304,直方高等学校,46.0,26
3305,野崎高等学校,37.0,26
3306,野沢北高等学校,65.0,26
3307,野沢南高等学校,47.0,26
3308,能代工業高等学校,46.0,26
3309,能代高等学校,58.0,26
3310,能代松陽高等学校,49.0,26
3311,能代西高等学校,39.0,26
3312,野田学園高等学校,61.0,26
3313,野田中央高等学校,44.0,12
3314,野幌高等学校,40.0,12
3315,野津田高等学校,41.0,12
3316,能登川高等学校,43.0,12
3317,能登高等学校,40.0,12
3318,野々市明倫高等学校,54.0,12
3319,野辺地高等学校,38.0,12
3320,延岡学園高等学校,48.0,12
3321,延岡工業高等学校,46.0,12
3322,延岡高等学校,62.0,12
3323,延岡商業高等学校,45.0,12
3324,延岡星雲高等学校,54.0,12
3325,登別青嶺高等学校,45.0,12
3326,野村高等学校,38.0,12
3327,ノートルダム女学院高等学校,60.0,12
3328,拝島高等学校,44.0,13
3329,榛原高等学校,63.0,13
3330,南風原高等学校,36.0,13
3331,博多高等学校,50.0,13
3332,伯太高等学校,40.0,13
3333,博多女子高等学校,54.0,13
3334,萩光塩学院高等学校,50.0,13
3335,萩高等学校,58.0,13
3336,萩高等学校奈古分校,40.0,13
3337,萩商工高等学校,50.0,13
3338,羽咋工業高等学校,48.0,13
3339,羽咋高等学校,57.0,13
3340,迫桜高等学校,46.0,13
3341,白鴎高等学校,63.0,13
3342,白鴎大学足利高等学校,64.0,13
3343,白山高等学校,45.0,13
3344,白山高等学校,37.0,13
3345,白鵬女子高等学校,43.0,14
3346,柏陽高等学校,72.0,14
3347,柏陵高等学校,53.0,14
3348,白陵高等学校,73.0,14
3349,柏陵高等学校,49.0,14
3350,羽黒高等学校,55.0,14
3351,函館大谷高等学校,42.0,14
3352,函館大妻高等学校,52.0,14
3353,函館工業高等学校,49.0,14
3354,函館工業高等専門学校,61.0,14
3355,函館商業高等学校,49.0,14
3356,函館白百合学園高等学校,63.0,14
3357,函館水産高等学校,42.0,14
3358,函館大学付属柏稜高等学校,44.0,14
3359,函館大学附属有斗高等学校,59.0,14
3360,函館中部高等学校,64.0,14
3361,函館西高等学校,51.0,14
3362,函館ラ・サール高等学校,68.0,14
3363,波崎高等学校,41.0,8
3364,波崎柳川高等学校,43.0,8
3365,波佐見高等学校,43.0,8
3366,羽島北高等学校,54.0,8
3367,羽島高等学校,41.0,8
3368,橋本高等学校,52.0,8
3369,橋本高等学校,58.0,8
3370,蓮田松韻高等学校,41.0,8
3371,幡多農業高等学校,38.0,8
3372,秦野高等学校,61.0,8
3373,秦野総合高等学校,42.0,8
3374,秦野曽屋高等学校,49.0,8
3375,八王子北高等学校,47.0,8
3376,八王子高等学校,69.0,8
3377,八王子実践高等学校,61.0,8
3378,八王子桑志高等学校,50.0,8
3379,八王子東高等学校,71.0,8
3380,八戸学院野辺地西高等学校,36.0,2
3381,八戸北高等学校,64.0,2
3382,八戸工業高等学校,54.0,2
3383,八戸工業高等専門学校,64.0,2
3384,八戸工業大学第一高等学校,40.0,2
3385,八戸工業大学第二高等学校,64.0,2
3386,八戸高等学校,70.0,2
3387,八戸商業高等学校,51.0,2
3388,八戸水産高等学校,42.0,2
3389,八戸聖ウルスラ学院高等学校,58.0,2
3390,八戸西高等学校,59.0,2
3391,八戸東高等学校,62.0,2
3392,八幡工業高等学校,42.0,2
3393,八幡高等学校,53.0,2
3394,八幡商業高等学校,50.0,2
3395,八海高等学校,39.0,2
3396,廿日市高等学校,58.0,2
3397,初芝富田林高等学校,67.0,27
3398,初芝橋本高等学校,63.0,27
3399,初芝立命館高等学校,65.0,27
3400,鳩ヶ谷高等学校,49.0,27
3401,鳩山高等学校,41.0,27
3402,花泉高等学校,42.0,27
3403,花北青雲高等学校,47.0,27
3404,花咲徳栄高等学校,63.0,27
3405,花園高等学校,55.0,27
3406,花園高等学校,67.0,27
3407,花巻北高等学校,58.0,27
3408,花巻農業高等学校,40.0,27
3409,花巻東高等学校,49.0,27
3410,花巻南高等学校,50.0,27
3411,塙工業高等学校,38.0,27
3412,花輪高等学校,47.0,27
3413,羽生実業高等学校,43.0,27
3414,羽生第一高等学校,50.0,27
3415,浜北西高等学校,47.0,22
3416,浜坂高等学校,43.0,22
3417,浜田高等学校,60.0,22
3418,浜田商業高等学校,42.0,22
3419,浜田水産高等学校,38.0,22
3420,浜頓別高等学校,46.0,22
3421,浜名高等学校,55.0,22
3422,浜松江之島高等学校,44.0,22
3423,浜松大平台高等学校,44.0,22
3424,浜松開誠館高等学校,54.0,22
3425,浜松学院高等学校,52.0,22
3426,浜松学芸高等学校,59.0,22
3427,浜松北高等学校,70.0,22
3428,浜松啓陽高等学校,37.0,22
3429,浜松工業高等学校,52.0,22
3430,浜松湖東高等学校,50.0,22
3431,浜松湖南高等学校,58.0,22
3432,浜松湖北高等学校,43.0,22
3433,浜松湖北高等学校佐久間分校,40.0,22
3434,浜松商業高等学校,50.0,22
3435,浜松市立高等学校,66.0,22
3436,浜松城北工業高等学校,47.0,22
3437,浜松聖星高等学校,54.0,22
3438,浜松西高等学校,66.0,22
3439,浜松日体高等学校,62.0,22
3440,浜松東高等学校,44.0,22
3441,浜松南高等学校,65.0,22
3442,羽村高等学校,42.0,22
3443,羽茂高等学校,37.0,22
3444,林野高等学校,45.0,22
3445,隼人工業高等学校,43.0,22
3446,早鞆高等学校,60.0,22
3447,原町高等学校,58.0,22
3448,播磨農業高等学校,42.0,22
3449,播磨南高等学校,44.0,22
3450,榛名高等学校,40.0,22
3451,春野高等学校,41.0,22
3452,飯山高等学校,50.0,37
3453,半田工業高等学校,40.0,37
3454,半田高等学校,68.0,37
3455,半田商業高等学校,44.0,37
3456,半田農業高等学校,39.0,37
3457,半田東高等学校,55.0,37
3458,阪南高等学校,52.0,37
3459,阪南大学高等学校,56.0,37
3460,飯能高等学校,44.0,37
3461,飯能南高等学校,42.0,37
3462,梅花高等学校,56.0,37
3463,梅光学院高等学校,58.0,37
3464,馬頭高等学校,37.0,37
3465,坂東総合高等学校,36.0,37
3466,比叡山高等学校,68.0,37
3467,氷上高等学校,38.0,37
3468,氷上西高等学校,39.0,37
3469,光ヶ丘女子高等学校,58.0,23
3470,光高等学校,53.0,23
3471,日川高等学校,54.0,23
3472,東宇治高等学校,53.0,23
3473,東浦高等学校,40.0,23
3474,東大阪市立日新高等学校,46.0,23
3475,東大阪大学柏原高等学校,40.0,23
3476,東大阪大学敬愛高等学校,43.0,23
3477,東大谷高等学校,60.0,23
3478,東大津高等学校,63.0,23
3479,東岡山工業高等学校,46.0,23
3480,東葛飾高等学校,73.0,23
3481,東川高等学校,44.0,23
3482,東九州龍谷高等学校,61.0,23
3483,東久留米総合高等学校,51.0,23
3484,都立東高等学校,55.0,23
3485,東住吉高等学校,59.0,23
3486,東住吉総合高等学校,41.0,23
3487,東灘高等学校,43.0,28
3488,東日本国際大学附属昌平高等学校,57.0,28
3489,東野高等学校,48.0,28
3490,東播磨高等学校,58.0,28
3491,東福岡高等学校,62.0,28
3492,東舞鶴高等学校,45.0,28
3493,東村山高等学校,42.0,28
3494,東村山西高等学校,44.0,28
3495,東百舌鳥高等学校,46.0,28
3496,東山高等学校,68.0,28
3497,東大和高等学校,54.0,28
3498,東大和南高等学校,60.0,28
3499,東淀川高等学校,47.0,28
3500,彦根工業高等学校,43.0,28
3501,彦根翔西館高等学校,49.0,28
3502,彦根総合高等学校,38.0,28
3503,彦根東高等学校,68.0,25
3504,久居高等学校,43.0,25
3505,久居農林高等学校,43.0,25
3506,久田学園佐世保女子高等学校,38.0,25
3507,日出総合高等学校,43.0,25
3508,比治山女子高等学校,63.0,25
3509,日田高等学校,57.0,25
3510,常陸大宮高等学校,39.0,25
3511,日立北高等学校,59.0,25
3512,日立工業高等学校,45.0,25
3513,日立商業高等学校,49.0,25
3514,日立第一高等学校,66.0,25
3515,日立第二高等学校,48.0,25
3516,日田三隈高等学校,44.0,25
3517,日田林工高等学校,47.0,25
3518,日高高等学校,54.0,25
3519,日高高等学校,41.0,11
3520,日高高等学校中津分校,40.0,11
3521,飛騨神岡高等学校,39.0,11
3522,斐太高等学校,60.0,11
3523,飛騨高山高等学校,52.0,11
3524,人吉高等学校,52.0,11
3525,人吉高等学校五木分校,37.0,11
3526,日根野高等学校,51.0,11
3527,都立日野高等学校,53.0,11
3528,日野高等学校,42.0,11
3529,日野高等学校,39.0,11
3530,日野台高等学校,64.0,11
3531,日出学園高等学校,66.0,11
3532,日ノ本学園高等学校,47.0,11
3533,雲雀丘学園高等学校,65.0,11
3534,日比谷高等学校,75.0,11
3535,姫路工業高等学校,56.0,28
3536,姫路飾西高等学校,62.0,28
3537,姫路商業高等学校,55.0,28
3538,姫路市立琴丘高等学校,57.0,28
3539,姫路市立飾磨高等学校,49.0,28
3540,姫路市立姫路高等学校,64.0,28
3541,姫路女学院高等学校,54.0,28
3542,姫路西高等学校,74.0,28
3543,姫路東高等学校,67.0,28
3544,姫路別所高等学校,45.0,28
3545,姫路南高等学校,58.0,28
3546,檜山北高等学校,44.0,28
3547,日向学院高等学校,58.0,28
3548,日向工業高等学校,45.0,28
3549,日向高等学校,51.0,28
3550,兵庫県立大学附属高等学校,58.0,28
3551,兵庫県立農業高等学校,50.0,28
3552,兵庫工業高等学校,48.0,28
3553,兵庫大学附属須磨ノ浦高等学校,52.0,28
3554,枚岡樟風高等学校,41.0,28
3555,枚方高等学校,57.0,28
3556,枚方津田高等学校,44.0,28
3557,枚方なぎさ高等学校,45.0,28
3558,平田高等学校,51.0,28
3559,平塚学園高等学校,62.0,28
3560,平塚工科高等学校,41.0,28
3561,平塚江南高等学校,67.0,28
3562,平塚商業高等学校,42.0,28
3563,平塚湘風高等学校,40.0,28
3564,平塚農業高等学校,41.0,28
3565,平戸高等学校,40.0,28
3566,平野高等学校,38.0,28
3567,飛龍高等学校,44.0,28
3568,広尾学園小石川高等学校,55.0,28
3569,広尾学園高等学校,71.0,28
3570,都立広尾高等学校,58.0,28
3571,広高等学校,61.0,34
3572,弘前学院聖愛高等学校,50.0,34
3573,弘前工業高等学校,56.0,34
3574,弘前高等学校,69.0,34
3575,弘前実業高等学校,55.0,34
3576,弘前中央高等学校,61.0,34
3577,弘前東高等学校,38.0,34
3578,弘前南高等学校,60.0,34
3579,広島井口高等学校,59.0,34
3580,広島観音高等学校,57.0,34
3581,広島学院高等学校,58.0,34
3582,広島工業高等学校,48.0,34
3583,広島工業大学高等学校,54.0,34
3584,広島高等学校,67.0,34
3585,広島国際学院高等学校,59.0,34
3586,広島国泰寺高等学校,63.0,34
3587,広島桜が丘高等学校,40.0,34
3588,広島三育学院高等学校,44.0,34
3589,広島修道大学ひろしま協創高等学校,56.0,34
3590,広島商船高等専門学校,53.0,34
3591,広島白鳩学園広島翔洋高等学校,42.0,34
3592,広島市立沼田高等学校,55.0,34
3593,広島市立広島工業高等学校,46.0,34
3594,広島市立広島商業高等学校,49.0,34
3595,広島市立舟入高等学校,65.0,34
3596,広島市立美鈴が丘高等学校,53.0,34
3597,広島市立基町高等学校,69.0,34
3598,広島新庄高等学校,65.0,34
3599,広島城北高等学校,62.0,34
3600,広島女学院高等学校,47.0,34
3601,広島大学附属高等学校,74.0,34
3602,広島大学附属福山高等学校,75.0,34
3603,広島文教大学附属高等学校,57.0,34
3604,美瑛高等学校,42.0,1
3605,尾西高等学校,41.0,1
3606,備前緑陽高等学校,43.0,1
3607,美唄尚栄高等学校,41.0,1
3608,美唄聖華高等学校,54.0,1
3609,美深高等学校,43.0,1
3610,尾北高等学校,52.0,1
3611,美幌高等学校,42.0,1
3612,平取高等学校,42.0,1
3613,PL学園高等学校,53.0,1
3614,フェリス女学院高等学校,65.0,1
3615,笛吹高等学校,43.0,1
3616,深川高等学校,58.0,1
3617,深川西高等学校,45.0,1
3618,深川東高等学校,42.0,1
3619,深沢高等学校,52.0,14
3620,深谷高等学校,44.0,14
3621,深谷商業高等学校,48.0,14
3622,深谷第一高等学校,53.0,14
3623,富岳館高等学校,45.0,14
3624,吹上高等学校,43.0,14
3625,福井工業高等専門学校,62.0,14
3626,福井工業大学附属福井高等学校,58.0,14
3627,福井高等学校,44.0,14
3628,福井商業高等学校,59.0,14
3629,福泉高等学校,39.0,14
3630,福井農林高等学校,41.0,14
3631,福江高等学校,42.0,14
3632,福岡魁誠高等学校,48.0,14
3633,福岡海星女子学院高等学校,53.0,14
3634,福岡県立福岡工業高等学校,56.0,14
3635,福岡工業大学附属城東高等学校,64.0,14
3636,福岡高等学校,72.0,40
3637,福岡高等学校,60.0,40
3638,福岡講倫館高等学校,50.0,40
3639,福岡市立博多工業高等学校,47.0,40
3640,福岡市立福岡女子高等学校,47.0,40
3641,福岡市立福岡西陵高等学校,58.0,40
3642,福岡市立福翔高等学校,58.0,40
3643,福岡常葉高等学校,49.0,40
3644,福岡女学院高等学校,62.0,40
3645,福岡女子商業高等学校,49.0,40
3646,福岡第一高等学校,46.0,40
3647,福岡大学附属大濠高等学校,71.0,40
3648,福岡大学附属若葉高等学校,58.0,40
3649,福岡中央高等学校,63.0,40
3650,福岡農業高等学校,42.0,40
3651,福岡雙葉高等学校,64.0,40
3652,福岡舞鶴高等学校,62.0,40
3653,福崎高等学校,54.0,40
3654,福島県磐城第一高等学校,54.0,7
3655,福島工業高等学校,56.0,7
3656,福島工業高等専門学校,64.0,7
3657,福島高等学校,51.0,7
3658,福島高等学校,45.0,7
3659,福島高等学校,71.0,7
3660,福島商業高等学校,54.0,7
3661,福島商業高等学校,38.0,7
3662,福島成蹊高等学校,61.0,7
3663,福島東稜高等学校,47.0,7
3664,福島西高等学校,59.0,7
3665,福島東高等学校,62.0,7
3666,福島南高等学校,63.0,7
3667,福島明成高等学校,41.0,7
3668,福智高等学校,46.0,7
3669,福知山高等学校,68.0,7
3670,福知山淑徳高等学校,42.0,7
3671,福知山成美高等学校,64.0,7
3672,福山暁の星女子高等学校,61.0,34
3673,福山葦陽高等学校,50.0,34
3674,福山工業高等学校,42.0,34
3675,福山高等学校,39.0,34
